customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Feedback
4190-MFLUW,0,0,1,1,-0.9109613101984924,1,0,0,0,0,2,2,0,0,0,0,1,-0.3177918369506949,-0.774164281952812,1,"Slow internet, drops frequently."
4183-MYFRB,0,0,0,0,-0.4630373092781585,1,0,1,0,2,2,0,0,2,0,1,2,0.8404806721650927,-0.1849874869919296,0,"Slow internet, drops frequently."
8779-QRDMV,1,1,0,0,-1.2774445836787656,0,1,0,0,0,2,0,0,2,0,1,2,-0.8346107040023594,-0.9899154337997887,1,"Service is okay, nothing special."
1680-VDCWW,1,0,1,0,-0.8295205827584317,1,0,2,1,1,1,1,1,1,1,0,0,-1.4943441130683104,-0.9181308271079156,0,
1066-JKSGK,1,0,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,3,-1.4827115340671475,-0.9985242888458624,1,"Oh great, another outage, just what I needed 🙄"
3638-WEABW,0,0,1,0,1.0436161483629645,1,2,0,0,2,0,2,0,0,2,1,1,-0.1615829189350795,0.5400105518112329,0,Conncetion is baddd sometimes.
6322-HRPFA,1,0,1,1,0.6771328748826912,1,0,0,2,2,0,2,0,0,0,0,1,-0.1715537009360761,0.3039071836758467,0,
6865-JZNKO,0,0,0,0,-0.0965540357978854,1,0,0,2,2,0,0,0,0,0,1,0,-0.3144682429503628,-0.3316912065719389,0,"Service bilkul theek hai, par kabhi kabhi slow hota hai."
6467-CHFZW,1,0,1,1,0.5956921474426305,1,2,1,0,2,0,0,2,2,0,1,2,1.1495749141959914,1.0892334297634156,1,"Very satisfied, keep it up!"
8665-UTDHZ,1,0,1,1,-1.2774445836787656,0,1,0,0,2,0,0,0,0,0,0,2,-1.1486903370337564,-0.99408741739904,1,"Kabhi kabhi disconnect ho jata hai, it's frustrating yaar."
5248-YGIJN,1,0,1,0,1.6137012404433893,1,2,0,2,2,2,2,2,2,2,1,1,0.8471278601657574,1.804563062130219,0,
8773-HHUOZ,0,0,0,1,-0.62591876415828,1,0,0,0,0,0,0,2,2,0,1,3,-0.0020504069191315,-0.5248385954261489,1,
3841-NFECX,0,1,1,0,1.5729808767233588,1,2,1,2,2,2,2,0,0,2,1,1,1.0498670941860242,1.9800512611463297,0,"Never got refund, so frustrated!"
4929-XIHVW,1,1,1,0,-1.2367242199587352,1,0,1,0,0,2,0,2,2,0,1,1,1.0216165451832002,-0.9272253098745368,0,"Regular monthly bills, same every month."
6827-IEAUQ,0,0,1,1,-0.2187151269579764,1,0,0,2,2,2,2,0,0,1,0,3,0.0461417060856861,-0.1798883959261785,0,Customer support bahut acha hai 👍
7310-EGVHZ,1,0,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,0,-1.481049737066981,-0.9985022148585648,0,Not bad 😂
3413-BMNZE,1,1,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0,0,0,-0.6484894399837535,-0.9874431472224552,0,"Slow internet, drops frequently."
6234-RAAPL,0,0,1,1,1.6137012404433893,1,2,1,2,2,0,2,2,0,2,0,0,1.1678546811978192,2.1940585679967946,0,"Average experience, could improve."
6047-YHPVI,1,0,0,0,-1.1145631287986442,1,0,1,0,0,0,0,0,0,0,1,2,0.1641292930974807,-0.8675151742344638,1,"No complaints, no praises."
6572-ADKRS,0,0,0,0,0.5549717837226001,1,0,1,0,0,2,0,0,0,0,1,1,0.3336325871144251,0.5590824768363802,0,Really love the new features.
5380-WJKOV,1,0,0,0,0.0663274190822359,1,2,1,0,2,2,0,2,2,0,1,2,1.3822264942192488,0.559501882595035,1,Bill payment ka process easy nahi hai.
8168-UQWWF,0,0,0,0,-0.8702409464784621,1,2,1,0,0,2,0,2,2,0,1,0,1.099721004191008,-0.5194083945509333,1,"It's fine, gets the job done."
8865-TNMNX,1,0,1,1,-0.9109613101984924,1,0,0,0,2,0,0,0,0,1,0,3,-0.5055748979694671,-0.79740819057721,0,Bill payment ka process easy nahi hai.
9489-DEDVP,0,0,1,1,1.5322605130033284,1,2,0,2,2,0,0,2,0,2,1,1,0.1475113230958195,1.1436237344647615,0,
9867-JCZSP,0,0,1,1,-0.62591876415828,1,0,2,1,1,1,1,1,1,1,0,3,-1.462769970065154,-0.82277120198218,0,Customer support bahut acha hai 👍
4671-VJLCL,0,0,0,0,1.247217966963116,1,2,0,2,2,2,2,2,0,2,1,1,0.5014740841312035,1.1388116052338793,0,Bill payment ka process easy nahi hai.
4080-IIARD,0,0,1,0,-0.7888002190384014,1,2,0,2,2,0,2,2,0,0,1,2,0.3801629031190768,-0.5741298090617433,0,😤😤😤
3714-NTNFO,0,0,0,0,0.6771328748826912,1,2,1,0,0,0,0,0,2,0,1,2,0.6560212051466532,0.7173088177857488,0,Fast and reliable connection 👍
5948-UJZLF,1,0,0,0,-1.2367242199587352,1,0,0,0,2,0,0,0,0,0,0,3,-0.5155456799704636,-0.9645965703694144,0,Not bad 😂
7760-OYPDY,0,0,0,0,-1.2367242199587352,1,0,1,0,0,0,0,2,0,0,1,2,0.5280628361338618,-0.9437808003477548,1,"No complaints, no praises."
7639-LIAYI,1,0,0,0,0.7992939660427822,1,2,0,2,0,0,2,2,2,2,1,1,0.4981504901308714,0.8546531667515656,0,"Worst service ever, totally disappointed."
2954-PIBKO,0,0,1,1,1.4915401492832985,1,2,0,2,0,2,2,0,0,2,1,1,-0.0203301739209587,0.8706788815296407,0,"Worst service ever, totally disappointed."
8012-SOUDQ,0,1,0,0,0.4328106925625091,1,2,1,0,2,0,0,2,0,0,1,2,0.8471278601657574,0.687310269048278,0,Ths is the worst experiance ever!
9420-LOJKX,0,0,0,0,-0.7073594915983407,1,0,1,2,2,0,0,2,2,0,1,1,1.141265929195161,-0.3776933961001872,1,Customer support bahut acha hai 👍
6575-SUVOI,0,1,1,0,-0.3001558543980371,1,2,0,2,0,0,2,2,0,0,1,1,0.1574821050968162,-0.2336606289831906,0,Overpricd but good speed.
7495-OOKFY,0,1,1,0,-0.9924020376385532,1,2,1,0,2,0,0,0,0,0,1,1,0.5280628361338618,-0.7278309826150992,1,"Worst service ever, totally disappointed."
4667-QONEA,0,1,1,1,1.125056875803025,1,0,0,2,2,2,2,0,2,1,1,1,0.3352943841145911,0.9599681601485298,0,"Regular monthly bills, same every month."
1658-BYGOY,1,1,0,0,-0.5851984004382496,1,2,1,0,0,0,0,2,2,0,1,2,1.0199547481830342,-0.2337047769577859,1,Servce is good but cn get bettr.
8769-KKTPH,0,0,1,1,1.247217966963116,1,2,1,2,0,0,0,2,2,1,1,1,1.1595456961969886,1.7788468669284871,0,"Service is okay, nothing special."
5067-XJQFU,1,1,1,1,1.369379058123207,1,2,1,0,2,2,2,2,2,1,1,2,1.4520219682262263,2.116645094544028,0,"Slow internet, drops frequently."
3957-SQXML,0,0,1,1,0.0663274190822359,1,2,2,1,1,1,1,1,1,2,0,1,-1.3231790220511994,-0.612604768921502,0,"Great service, very happy! 😊"
5954-BDFSG,0,0,0,0,1.6137012404433893,1,2,1,0,0,2,2,2,2,2,1,1,1.42044782522307,2.4598293750601874,0,"Never got refund, so frustrated!"
0434-CSFON,0,0,1,0,0.5956921474426305,1,2,1,0,0,2,0,2,2,0,1,2,1.1877962451998123,1.070669206446114,0,"Service is okay, nothing special."
1215-FIGMP,1,0,0,0,1.125056875803025,1,2,1,0,2,0,0,2,0,0,1,0,0.8354952811645946,1.398953545536378,0,Customer support is useless…
0526-SXDJP,1,0,1,0,1.6137012404433893,0,1,0,2,2,2,0,0,0,2,0,0,-0.7531826509942192,0.3002429017844411,0,"Regular monthly bills, same every month."
0557-ASKVU,0,0,1,1,-0.5851984004382496,1,0,0,0,0,2,2,0,0,1,1,1,-0.344380588953353,-0.5848798408756862,0,Overpricd but good speed.
5698-BQJOH,0,0,0,0,-0.9516816739185228,1,2,1,0,0,0,0,2,2,0,0,2,0.9850570111795456,-0.6289615935090412,1,"Regular monthly bills, same every month."
5122-CYFXA,0,0,0,0,-1.1960038562387048,1,0,0,0,2,0,2,2,2,0,1,2,0.3502505571160864,-0.8996548997398044,0,"Slow internet, drops frequently."
8627-ZYGSZ,1,0,1,0,0.5956921474426305,1,2,1,0,2,0,0,0,0,1,1,2,0.4698999411280475,0.6041354849108307,0,"Speed mast hai, par thoda expensive hai."
3410-YOQBQ,0,0,0,0,-0.055833672077855,1,0,0,0,2,2,2,2,2,2,0,3,0.4798707231290441,0.0950431158657282,0,👌👌👌
3170-NMYVV,0,0,1,1,0.7178532386027215,1,0,2,1,1,1,1,1,1,2,0,0,-1.4827115340671475,-0.5964466102196411,0,"Provider cares so much, especially when you pay bills."
7410-OIEDU,1,0,0,0,-0.9109613101984924,1,0,1,2,0,2,0,0,0,0,1,3,0.5014740841312035,-0.6156730531558716,0,Surely the best network in the world...if you live in a cave.
2273-QCKXA,1,0,0,0,-1.2774445836787656,1,0,0,0,0,0,2,0,0,0,0,3,-0.5221928679711283,-0.9857655241878356,0,😤😤😤
0731-EBJQB,0,0,1,1,0.7992939660427822,1,0,2,1,1,1,1,1,1,1,1,2,-1.4744025490663168,-0.5259202208037324,0,"Terrible experience, always disconnects 😡"
1891-QRQSA,1,1,1,1,1.2879383306831464,1,2,1,2,0,2,2,2,2,2,1,0,1.5567151792366918,2.126644610789852,0,"Worst service ever, totally disappointed."
8028-PNXHQ,1,0,1,1,1.2064976032430856,1,2,2,1,1,1,1,1,1,2,1,0,-1.3464441800535252,-0.3784880596429018,0,"No complaints, no praises."
5630-AHZIL,0,0,0,1,-1.1960038562387048,1,0,0,2,0,0,2,0,2,0,1,0,-0.0086975949197961,-0.9291015987948348,0,"Kabhi kabhi disconnect ho jata hai, it's frustrating yaar."
2673-CXQEU,0,1,0,0,0.9621754209229036,1,2,1,2,2,2,0,2,2,1,0,2,1.5201556452330371,1.7030447945484464,0,"Regular monthly bills, same every month."
6416-JNVRK,0,0,0,0,0.5549717837226001,1,0,0,0,0,0,0,0,2,1,0,1,-0.3028356639492,0.1796527091775211,0,"Very satisfied, keep it up!"
5590-ZSKRV,0,0,1,1,-0.9924020376385532,1,0,0,2,2,0,0,0,0,0,0,3,-0.3360716039525224,-0.7945164982412213,0,Really love the new features.
0191-ZHSKZ,1,1,0,0,-0.0965540357978854,1,0,0,2,2,0,0,2,2,0,1,2,0.3319707901142591,-0.0753239180973336,0,Best customer service ever!!
3887-PBQAO,0,0,1,1,0.5142514200025698,1,2,2,1,1,1,1,1,1,1,1,1,-1.2916048790480432,-0.4703158468010176,0,Love it! 😍🔥
5919-TMRGD,0,0,0,1,-1.2774445836787656,1,0,1,0,0,0,0,2,0,0,1,2,0.4848561141295422,-0.9723886878854756,1,"Slow internet, drops frequently."
8108-UXRQN,0,0,1,1,-0.8702409464784621,0,1,0,2,0,0,0,2,2,0,0,2,-0.4723389579661445,-0.7578295313525703,0,👌👌👌
9191-MYQKX,0,0,1,0,-1.0331224013585834,1,0,1,0,0,2,0,0,0,0,1,0,0.3452651661155883,-0.7880488199630175,1,"Supprt team was helpfull, thx!"
9919-YLNNG,0,0,0,0,0.3920903288424788,1,0,1,0,2,2,2,2,2,0,1,0,1.2974748472107769,0.9030834948825526,0,
0318-ZOPWS,0,0,1,0,0.6771328748826912,1,0,2,1,1,1,1,1,1,2,1,0,-1.4827115340671475,-0.5777057950039584,0,"Kabhi kabhi disconnect ho jata hai, it's frustrating yaar."
4445-ZJNMU,1,0,0,0,-0.9516816739185228,1,2,1,0,2,0,0,2,2,0,1,1,1.1479131171958254,-0.6018105891329637,0,"Slow internet, drops frequently."
4808-YNLEU,0,0,1,0,0.1070477828022663,1,0,0,2,0,0,0,2,0,1,1,0,-0.0868020539276039,-0.0293438025563829,0,"Provider cares so much, especially when you pay bills."
1862-QRWPE,0,0,1,1,0.6364125111626608,1,0,2,1,1,1,1,1,1,2,0,0,-1.4660935640654862,-0.5407760142550334,0,Servce is good but cn get bettr.
2796-NNUFI,0,0,1,1,0.5549717837226001,1,0,2,1,1,1,1,1,1,2,1,3,-1.4893587220678115,-0.5981242332542606,0,"Speed so fast, I can watch paint dry."
3016-KSVCP,1,0,1,0,-0.1372743995179157,0,1,0,0,0,0,0,2,0,0,0,3,-1.030702750021962,-0.5618566721242643,0,"It's fine, gets the job done."
4767-HZZHQ,1,0,1,1,-0.0965540357978854,1,0,1,0,2,2,0,0,0,0,0,0,0.574593152138513,0.1272711373202593,0,"Terrible experience, always disconnects 😡"
2424-WVHPL,1,1,0,0,-1.2774445836787656,1,0,1,0,0,0,2,0,0,0,0,2,0.3303089931140931,-0.9744415687041544,0,Ths is the worst experiance ever!
7233-PAHHL,1,0,1,1,1.369379058123207,1,2,0,2,0,2,2,2,2,2,1,3,0.6394032351449919,1.5153055325821545,0,Customer support is useless…
6067-NGCEU,0,0,0,0,1.3286586944031769,1,2,1,2,2,2,0,2,2,0,1,1,1.5384354122348645,2.130176448757471,0,Bill payment ka process easy nahi hai.
9848-JQJTX,1,0,0,0,1.6137012404433893,1,2,1,0,2,2,0,2,2,2,1,0,1.2010906212011416,2.2855993933200414,0,"Speed mast hai, par thoda expensive hai."
8637-XJIVR,0,0,0,0,-0.8295205827584317,1,2,1,2,0,0,0,0,0,0,1,2,0.4715617381282135,-0.5980138633177725,1,
9803-FTJCG,1,0,1,1,1.5729808767233588,1,2,0,2,2,0,2,0,0,1,1,1,0.0694068640880114,1.0890347638777371,0,"Provider cares so much, especially when you pay bills."
0278-YXOOG,1,0,0,0,-1.1145631287986442,1,0,2,1,1,1,1,1,1,0,0,3,-1.4527991880641573,-0.957157636650115,1,"No complaints, no praises."
3212-KXOCR,1,0,0,0,0.7992939660427822,1,0,2,1,1,1,1,1,1,2,0,0,-1.4544609850643233,-0.5186137310082188,0,"No complaints, no praises."
4598-XLKNJ,0,1,1,0,-0.3001558543980371,1,0,1,0,2,2,0,2,2,0,1,2,1.1213243651931677,0.1026807154707062,1,"Average experience, could improve."
6380-ARCEH,1,0,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,3,-1.481049737066981,-0.9985022148585648,0,"Terrible experience, always disconnects 😡"
3679-XASPY,0,0,1,1,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,2,-1.505976692069473,-0.9988333246680292,0,"Supprt team was helpfull, thx!"
7123-WQUHX,1,0,0,0,0.2292088739623573,1,2,1,0,0,2,2,2,0,1,0,0,1.0049985751815391,0.5843792662794571,0,Conncetion is baddd sometimes.
5386-THSLQ,0,1,1,0,1.369379058123207,0,1,0,0,2,2,0,2,0,1,0,0,-0.6385186579827569,0.3290494552078404,0,"Speed mast hai, par thoda expensive hai."
3192-NQECA,1,0,1,0,1.4508197855632678,1,2,1,0,2,2,2,2,2,2,1,0,1.503537675231376,2.3530574985015806,1,😤😤😤
6180-YBIQI,1,0,0,0,-1.1145631287986442,0,1,0,0,0,0,0,0,0,0,0,3,-1.3447823830533592,-0.9631838351823664,0,Ths is the worst experiance ever!
6728-DKUCO,0,0,1,1,1.6137012404433893,1,2,1,2,2,0,0,2,2,1,1,2,1.3091074262119398,2.216728552951454,0,"Service is okay, nothing special."
9750-BOOHV,0,0,0,0,-0.0151133083578247,0,1,0,2,0,0,0,0,0,1,0,3,-1.150352134033923,-0.5978814193939866,0,Servce is good but cn get bettr.
8597-CWYHH,1,0,0,0,0.4328106925625091,1,2,1,0,0,0,0,2,2,1,0,3,0.9833952141793793,0.7237544220766552,0,Ughh... why me? 😒
2848-YXSMW,1,0,1,1,1.6137012404433893,1,0,2,1,1,1,1,1,1,2,0,1,-1.5076384890696393,-0.4055728420570864,0,Customer support is useless…
0486-HECZI,1,0,1,0,0.9214550572028734,1,2,1,2,2,0,0,2,0,0,1,2,1.0631614701873533,1.305448135343643,1,"Never got refund, so frustrated!"
4549-ZDQYY,0,0,0,0,0.7992939660427822,1,0,0,2,0,2,2,0,0,1,0,1,-0.2263930019415581,0.3356716513971275,0,Loving the wait time on customer support... NOT!
5712-AHQNN,0,0,0,0,0.4328106925625091,1,0,1,0,2,2,0,2,0,0,1,2,0.893658176170409,0.7382349577438965,0,
4846-WHAFZ,0,1,1,0,0.188488510242327,1,2,1,0,0,0,0,0,0,0,1,2,0.3901336851200734,0.2588100276268009,1,"Worst service ever, totally disappointed."
5256-SKJGO,0,0,1,1,1.2879383306831464,0,1,0,0,2,0,2,2,2,2,1,2,-0.3377334009526884,0.5039858045415107,0,Surely the best network in the world...if you live in a cave.
3071-VBYPO,1,0,1,1,-1.1960038562387048,1,0,1,2,2,0,0,2,0,0,0,2,0.8338334841644282,-0.8977565368322087,0,"Great service, very happy! 😊"
9560-BBZXK,0,0,0,0,0.1477681465222966,0,1,0,2,0,0,0,0,0,2,0,0,-1.1204397880309327,-0.510159393873229,0,Fast and reliable connection 👍
5299-RULOA,0,0,1,1,-0.9109613101984924,1,2,1,2,0,0,0,2,2,0,1,2,1.179487260198982,-0.5373986941984968,1,Ths is the worst experiance ever!
8402-OOOHJ,0,0,0,0,0.3513699651224484,1,0,2,1,1,1,1,1,1,2,0,3,-1.4660935640654862,-0.6387182958945911,0,Bill payment ka process easy nahi hai.
9445-ZUEQE,1,0,1,1,-0.2187151269579764,1,2,1,0,2,0,2,0,0,0,1,1,0.6792863631489789,-0.0575322843354487,0,"Kabhi kabhi disconnect ho jata hai, it's frustrating yaar."
1091-SOZGA,0,0,1,1,0.9621754209229036,1,2,1,0,0,2,0,2,2,1,1,1,1.1645310871974868,1.427539359086801,0,"It's fine, gets the job done."
2928-HLDBA,0,0,0,0,-1.0738427650786138,1,0,2,1,1,1,1,1,1,0,0,3,-1.46443176706532,-0.9576432643706626,0,👌👌👌
0404-SWRVG,1,0,0,0,-1.1960038562387048,1,2,1,0,0,0,0,0,0,0,1,2,0.3203382111130964,-0.9060784300434128,1,Bill payment ka process easy nahi hai.
6497-TILVL,0,0,1,1,-1.0331224013585834,1,0,0,2,0,0,0,0,0,0,0,3,-0.467353566965646,-0.8527476767323534,0,Ughh... why me? 😒
7219-TLZHO,0,0,1,1,-1.1552834925186746,1,0,2,1,1,1,1,1,1,0,0,3,-1.4594463760648215,-0.9796510297063936,0,
4622-YNKIJ,1,0,0,0,0.0256070553622056,1,0,1,2,0,0,2,2,0,2,1,2,0.8039211381614382,0.3292260471062214,0,Loving the wait time on customer support... NOT!
4412-YLTKF,0,1,0,0,-0.2187151269579764,1,2,1,0,0,2,0,0,0,0,1,2,0.4416493921252231,-0.0646401082452836,1,"Slow internet, drops frequently."
6734-PSBAW,1,0,1,0,1.6137012404433893,1,2,2,1,1,1,1,1,1,2,1,0,-1.3697093380558512,-0.2463310976920268,0,"Provider cares so much, especially when you pay bills."
3930-ZGWVE,1,0,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,3,-1.4960059100684764,-0.9987008807442432,0,Ths is the worst experiance ever!
2639-UGMAZ,1,1,0,0,1.5729808767233588,0,1,0,2,2,0,0,2,2,1,1,2,-0.2762469119465419,0.7520311998049115,0,Customer support bahut acha hai 👍
2876-GZYZC,0,0,0,0,-0.7888002190384014,1,2,1,0,0,0,0,0,2,0,1,2,0.7042133181514708,-0.4707352525596724,0,
6207-WIOLX,0,0,1,1,-0.3001558543980371,0,1,0,2,2,2,0,2,2,0,1,1,-0.2047896409393986,-0.3440305654713106,1,Loving the wait time on customer support... NOT!
8587-XYZSF,1,0,0,0,1.4100994218432374,1,0,0,0,0,0,2,0,0,2,0,0,-0.4723389579661445,0.4318480140528753,0,Ths is the worst experiance ever!
3091-FYHKI,1,0,0,0,-1.2774445836787656,0,1,0,0,0,0,0,0,2,0,1,2,-0.9742016520163136,-0.9917696487327894,1,"Speed mast hai, par thoda expensive hai."
2372-HWUHI,1,0,0,0,-1.2367242199587352,1,0,0,0,0,0,0,0,0,0,0,2,-0.6784017859867437,-0.9715498763681658,1,"Supprt team was helpfull, thx!"
7799-LGRDP,0,0,0,0,0.4328106925625091,1,2,2,1,1,1,1,1,1,2,1,1,-1.2982520670487077,-0.4828538715860679,0,"Great service, very happy! 😊"
7850-VWJUU,0,0,0,0,-0.3815965818380978,1,0,1,2,0,0,0,0,0,0,1,0,0.3402797751150897,-0.222248377550319,0,Overpricd but good speed.
3774-VBNXY,0,0,1,1,1.2879383306831464,1,0,2,1,1,1,1,1,1,2,0,3,-1.481049737066981,-0.4433193603360234,0,"Service bilkul theek hai, par kabhi kabhi slow hota hai."
6217-KDYWC,1,0,0,1,1.002895784642934,1,0,2,1,1,1,1,1,1,2,1,3,-1.5009913010689746,-0.4906459891021293,0,Conncetion is baddd sometimes.
0390-DCFDQ,0,1,1,0,-1.2774445836787656,1,0,1,0,0,0,0,0,0,0,1,3,0.1890562480999726,-0.9763178576244528,1,"Never got refund, so frustrated!"
3146-MSEGF,0,1,1,1,1.6137012404433893,1,2,0,2,2,2,2,2,2,2,1,1,0.7740087921584478,1.8293742238527488,0,😤😤😤
4080-OGPJL,0,0,0,0,-0.9924020376385532,1,2,0,2,0,0,2,0,2,0,0,2,0.2123214061022984,-0.7585800469206894,1,Bill payment ka process easy nahi hai.
1095-WGNGG,0,0,1,0,1.1657772395230557,1,2,1,0,2,0,0,2,2,2,1,0,1.2060760122016398,1.6287658272919416,0,"Terrible experience, always disconnects 😡"
2636-SJDOU,1,0,0,0,1.2879383306831464,1,2,1,2,2,0,0,0,0,1,1,1,0.6493740171459885,1.3275883446031598,0,"Service bilkul theek hai, par kabhi kabhi slow hota hai."
1131-QQZEB,1,1,1,0,1.5729808767233588,1,2,2,1,1,1,1,1,1,2,0,0,-1.3564149620545218,-0.2320933758850593,0,"No complaints, no praises."
5716-EZXZN,0,0,1,1,1.3286586944031769,1,2,1,2,2,0,2,2,0,2,1,1,1.1396041321949948,1.8254229801264736,0,
6837-BJYDQ,1,0,0,0,-1.1960038562387048,1,0,2,1,1,1,1,1,1,1,0,3,-1.5009913010689746,-0.9803353233126202,0,
2135-RXIHG,1,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0,1,2,-0.6351950639824246,-0.987266555324074,1,Love it! 😍🔥
6440-DKQGE,1,0,0,1,-0.0965540357978854,1,0,0,0,2,2,0,2,0,1,0,1,-0.0086975949197961,-0.1553862700258159,0,"Speed mast hai, par thoda expensive hai."
3466-BYAVD,1,0,1,1,-0.7073594915983407,1,0,0,0,2,2,2,0,2,0,1,3,0.1574821050968162,-0.5344187059133176,0,
3780-YVMFA,0,0,1,1,-0.9924020376385532,1,0,0,0,0,0,2,2,2,0,1,2,0.1259079620936597,-0.7582710110985227,0,Ths is the worst experiance ever!
3874-EQOEP,1,0,0,0,-1.0331224013585834,1,2,1,0,0,0,0,2,2,0,0,3,1.0049985751815391,-0.7180301322549542,1,"Terrible experience, always disconnects 😡"
1679-JRFBR,0,0,1,1,1.5322605130033284,1,2,1,2,2,2,0,2,2,1,1,1,1.4420511862252297,2.493757093536636,0,"Never got refund, so frustrated!"
9073-ZZIAY,1,0,1,1,1.2064976032430856,1,0,0,2,2,2,2,2,2,2,0,2,0.7091987091519689,1.2950071393518667,0,"Average experience, could improve."
3077-RSNTJ,0,0,1,1,-1.0738427650786138,1,0,2,1,1,1,1,1,1,0,0,3,-1.4976677070686424,-0.9573121545611984,0,"It's fine, gets the job done."
6551-GNYDG,0,0,1,1,-0.748079855318371,1,0,1,0,0,0,0,0,2,0,1,0,0.5363718211346925,-0.4984822545927858,0,"It's fine, gets the job done."
9167-APMXZ,0,0,0,0,-0.4223169455581282,1,2,1,0,0,0,0,2,0,0,1,0,0.6443886261454905,-0.2030660825886837,0,"Very satisfied, keep it up!"
2749-CTKAJ,1,0,1,1,-0.4223169455581282,1,0,2,1,1,1,1,1,1,1,0,3,-1.4827115340671475,-0.8220427604013584,0,Ughh... why me? 😒
6371-NZYEG,1,0,1,1,-0.6666391278783103,1,0,0,2,0,2,0,2,0,2,0,3,-0.0170065799206267,-0.5553448458714653,0,"Very satisfied, keep it up!"
7554-NEWDD,1,0,0,0,-0.9109613101984924,1,2,2,1,1,1,1,1,1,2,0,0,-1.2982520670487077,-0.8963438016451608,0,
8992-VONJD,0,0,0,1,-0.7888002190384014,1,0,0,2,2,0,0,0,0,0,1,2,-0.291203084948037,-0.6698867659588362,0,"Great service, very happy! 😊"
